Nume Stație,Latitudine,Longitudine,BENZINA EVO 100 PLUS,BENZINA EVO 95,Benzina,Benzina 95,Benzina 98,Benzina Extra 99,Benzina Standard 95 / Benzina 95,Benzina +,Benzina 95,Diesel,ECO Premium 95 - temporar nu mai comercializeaza,ECTO 100,ECTO PLUS 95,ECTO Super Diesel,EURO Plus fara pb,EURO Super 98 fara pb,Efix Benzina 95,Efix Motorina 51,EfixS Benzina 98,EfixS Motorina 55,Euro L Diesel,Euroluk COR 95,G-Drive 100,GPL,GPL Auto,GPL auto,MOTORINA EVO D,MOTORINA EVO D PLUS,Motorina,Motorina EURO,Motorina EURO3,Motorina Extra,Motorina Standard,Motorina Super EURO4,Motorina superioara,Motorina +,N/A,NANO 95,NANO 98,NANO DIESEL,NANO SUPER DIESEL,OMV Diesel,OMV MaxxMotion 100 plus,OMV MaxxMotion 95,OMV MaxxMotion Diesel,Premium Diesel,Premium E Plus,Premium EURO 4 - temporar nu mai comercializeaza,TEMPO Plus 98 - temporar nu mai comercializeaza
"LUKOIL - Bucuresti, Ilfov, Sector 5",44.417468,26.082698,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,8.43,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 5",44.394893,26.035727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,8.51,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Mures, Targu Mures",46.551360,24.565220,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 3",44.423757,26.175461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,N/A,7.92,N/A,N/A,N/A,N/A,N/A,N/A,7.56,7.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 2",44.464930,26.127480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,N/A,7.92,N/A,N/A,N/A,N/A,N/A,N/A,7.56,7.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 1",44.476413,26.044985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.89,4.57,7.92,N/A,N/A,N/A,N/A,N/A,N/A,7.56,7.19,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 4",44.397005,26.107048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.82,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bihor, Bors",47.117580,21.797650,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 2",44.480272,26.102115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,6.35,7.92,N/A,N/A,N/A,N/A,N/A,N/A,7.56,7.23,N/A,N/A,N/A,2.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 2",44.448988,26.165442,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.86,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 6",44.432485,26.033925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.92,7.84,7.92,N/A,N/A,N/A,N/A,N/A,N/A,7.56,7.22,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 1",44.485170,26.057622,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.89,N/A,7.92,N/A,N/A,N/A,N/A,N/A,N/A,7.56,7.19,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 4",44.386389,26.139167,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,N/A,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Hunedoara, Hateg",45.615700,22.956420,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Arges, Campulung",45.246150,25.026620,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 6",44.446293,26.038300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,4.54,7.92,N/A,N/A,N/A,N/A,N/A,N/A,7.56,7.23,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 3",44.414229,26.131078,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,4.48,7.92,N/A,N/A,N/A,N/A,N/A,N/A,7.56,7.23,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Baneasa",44.503310,26.081220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.86,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 2",44.447970,26.107430,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Bucuresti, Ilfov, Sector 6",44.430647,25.975351,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.90,8.62,7.92,N/A,N/A,N/A,N/A,N/A,N/A,7.56,7.20,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Valcea, Munteni",44.990390,24.255140,N/A,N/A,N/A,N/A,N/A,N/A,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bihor, Oradea",47.075410,21.904210,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.67,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Caras - Severin, Bocsa",45.380130,21.739580,N/A,N/A,N/A,N/A,N/A,7.73,7.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Covasna, Covasna",45.843500,26.158120,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Arad, Varsand",46.604480,21.351230,N/A,N/A,N/A,N/A,N/A,N/A,7.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Dolj, Segarcea",44.106070,23.742710,N/A,N/A,N/A,N/A,N/A,N/A,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Harghita, Odorheiu Secuiesc",46.330400,25.334490,N/A,N/A,N/A,N/A,N/A,7.75,7.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Brasov, Victoria",45.724440,24.699540,N/A,N/A,N/A,N/A,N/A,N/A,7.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.55,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 2",44.459760,26.106950,N/A,N/A,N/A,N/A,N/A,7.76,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Salaj, Zalau",47.214900,23.042040,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Satu Mare, Satu Mare",47.805230,22.886310,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Calarasi, Oltenita",44.099544,26.647925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,4.63,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,3.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Iasi, Iasi",47.173410,27.534900,N/A,N/A,N/A,N/A,N/A,7.75,7.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Neamt, Savinesti",46.860860,26.470010,N/A,N/A,N/A,N/A,N/A,7.74,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bacau, Bacau",46.591520,26.911600,N/A,N/A,N/A,N/A,N/A,7.74,7.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Dolj, Calafat",43.994560,22.949020,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Cluj, Cluj - Napoca",46.785780,23.548190,N/A,N/A,N/A,N/A,N/A,7.75,7.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 6",44.426030,26.047620,N/A,N/A,N/A,N/A,N/A,7.76,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 3",44.414300,26.163780,N/A,N/A,N/A,N/A,N/A,7.76,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.63,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Gorj, Rovinari",44.902400,23.154880,N/A,N/A,N/A,N/A,N/A,7.75,7.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.91,7.50,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Mures, Sangeorgiu de Mures",46.584664,24.613295,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,8.78,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Satu Mare, Livada",47.870100,23.098800,N/A,N/A,N/A,N/A,N/A,N/A,7.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Mures, Targu Mures",46.562538,24.583334,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,8.28,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Mures, Targu Mures",46.528630,24.561006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,N/A,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Mures, Targu Mures",46.552549,24.559141,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,N/A,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Covasna, Targu Secuiesc",45.995090,26.121690,N/A,N/A,N/A,N/A,N/A,7.75,7.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Mures, Targu Mures",46.520752,24.528426,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,8.78,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.24,N/A,N/A,N/A,3.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 1",44.451730,26.073720,N/A,N/A,N/A,N/A,N/A,7.76,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 6",44.443920,26.036070,N/A,N/A,N/A,N/A,N/A,7.76,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Alba, Blaj",46.169100,23.945090,N/A,N/A,N/A,N/A,N/A,N/A,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bihor, Oradea",47.065570,21.928860,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Giurgiu, Autostrada A1",44.479550,25.673240,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Braila, Oprisenesti",45.134270,27.538390,N/A,N/A,N/A,N/A,N/A,N/A,7.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.99,7.58,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Bucuresti, Ilfov, Sector 6",44.419100,26.034980,N/A,N/A,N/A,N/A,N/A,7.76,7.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Botosani, Botosani",47.762920,26.612701,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.92,8.76,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.22,N/A,N/A,N/A,3.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LUKOIL - Botosani, Botosani",47.724780,26.674558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.92,5.69,7.93,N/A,N/A,N/A,N/A,N/A,N/A,7.57,7.22,N/A,N/A,N/A,3.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Timis, Sannicolau Mare",46.081800,20.619850,N/A,N/A,N/A,N/A,N/A,7.71,7.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.93,7.52,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Salaj, Simleu Silvaniei",47.229700,22.814600,N/A,N/A,N/A,N/A,N/A,7.79,7.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PETROM - Buzau, Buzau",45.170620,26.817970,N/A,N/A,N/A,N/A,N/A,7.77,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.61,N/A,N/A,N/A,N/A,N/A,N/A,7.94,7.53,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
